,1,2,5,6,7,8,9,12,13,14,15,16,19,20,21,22,23,26,27,28,29,30,33,34,35
0,0.02575462874220101,0.02215245486711663,0.01538680984915351,0.014097235635300298,0.013138105851573774,0.012437752446966807,0.011935710087180113,0.011156537917809309,0.011024172322444674,0.010914157752356997,0.01080953502165384,0.010697507148776278,0.010238747387218299,0.010032055189476023,0.00979738228687798,0.009536784999291385,0.00925397141429745,0.008334971954373292,0.008035741761377356,0.007761238883481424,0.007528552317242941,0.007358442466069502,0.00750072025500511,0.007886932165473502,0.008520870948458735
1,-0.0010731300219731675,0.0015294213769814378,0.004425735252923051,0.004524098464236594,0.0044478132683427665,0.0042916606766060135,0.004119204483489462,0.0037911679642400366,0.003759749879835326,0.0037495512387430187,0.003742613347826374,0.0037203561804967818,0.003412858621470106,0.003203616140918731,0.0029423563948573934,0.0026390880616307018,0.0023093063335266513,0.0013709761729159171,0.0011499016141244163,0.0010051692963928167,0.000944046093149787,0.0009609052031054229,0.0011290849313107983,0.0009713701536562154,0.0004907403470915013
2,-0.030228414001619863,-0.020443631713654455,-0.00682489484108232,-0.005276596333446293,-0.00444730889695609,-0.004040185565508239,-0.0038462794744000134,-0.0034474496718210623,-0.003245161086389725,-0.003019014460312719,-0.002799900408388789,-0.0026233835093075197,-0.002648617890061933,-0.0028933210986617497,-0.003249202601699308,-0.003691202393265869,-0.004182006547488737,-0.0054626388045156404,-0.00566364045117812,-0.005695208089695092,-0.005556730667418519,-0.005284713581527767,-0.004860461499073987,-0.005626357695307116,-0.007481619287626418
