trade_date,s0,delta_s,balance,return,from_gamma,from_vega,from_theta
20200717,3.229,0.02300000000000013,-0.0046756825291910005,0.013673084069738071,-0.0003734806231594789,0.01006955251104166,0.0032801521852140986
20200724,3.2,-0.13099999999999978,-0.013473778928651124,-0.008798096399460123,-0.006619238027192649,-0.01110158951666091,0.001052836317484279
20200727,3.211,0.010999999999999677,-0.0066092203358853185,0.006864558592765805,-4.656211299681056e-05,0.0036530167654703033,0.0032827512067603124
20200728,3.231,0.020000000000000018,-0.00418719549355373,0.002422024842331588,-0.000174098442801963,0.0011882177045844985,0.0011006367849347703
20200729,3.291,0.06000000000000005,-0.004485736255266881,-0.0002985407617131508,-0.001577973228446915,0.0007090701787936622,0.001119316481925676
20200730,3.277,-0.01399999999999979,-0.002278997176440728,0.002206739078826153,-7.831740626368345e-05,0.0012787440308976695,0.0012218570462967494
20200731,3.295,0.017999999999999794,-0.004290161176270443,-0.0020111639998297154,-0.0001367946967747846,-0.0031681388225176296,0.0011661823878952083
20200803,3.328,0.03299999999999992,-0.0029664948351211806,0.0013236663411492627,-0.0004357314790513569,-0.002613640993584923,0.003897963637178983
20200804,3.359,0.03100000000000014,0.0025270324440604536,0.005493527279181634,-0.00038191296506771426,0.003993822999127287,0.0015263286823364846
20200805,3.336,-0.02300000000000013,0.00341657337385555,0.0008895409297950962,-0.00021856006547701993,-0.00017097872946696366,0.0014932429405670232
20200806,3.338,0.002000000000000224,0.0037279295580510546,0.0003113561841955048,-1.791510418149334e-06,-0.0012444922395252324,0.0015116611470273617
20200807,3.308,-0.03000000000000025,0.007435038505440493,0.0037071089473894384,-0.00040663859252133025,0.003893838201377741,0.0015817145042889415
20200810,3.333,0.025000000000000355,0.012357165269390256,0.0049221267639497635,-0.000318344382672703,0.0004527077723410606,0.0040962441194049475
20200813,3.286,-0.01100000000000012,0.015694789615818577,0.003337624346428321,-6.819427097923123e-05,0.002313763149117536,0.0015649755360314802
20200814,3.343,0.05699999999999994,0.017933276945903284,0.002238487330084707,-0.0022042709485338495,0.001826901312679988,0.001598311152379864
20200817,3.418,0.07500000000000018,0.014599167399850649,-0.0033341095460526354,-0.0037658776740455025,-0.0044425857629249105,0.005048024345888975
20200818,3.413,-0.0050000000000003375,0.01950856510271095,0.004909397702860301,-1.4209579092312767e-05,0.003229742451727146,0.0025460354322788346
20200819,3.351,-0.06199999999999983,0.018237182871418386,-0.001271382231292563,-0.002567664323019452,0.0013763209826407178,0.0024511430228665388
20200820,3.312,-0.039000000000000146,0.01568167672821061,-0.002555506143207778,-0.0013797745207933657,-0.0031942917747158203,0.0021271578542763022
20200821,3.336,0.02400000000000002,0.02139945908754478,0.005717782359334171,-0.0005550123195582423,0.0028746241466818057,0.002287552739398376
20200831,3.395,-0.028999999999999915,0.025656081678325962,0.0042566225907811825,-0.00036911055806882804,0.002653083527882592,0.003802639033894512
20200901,3.404,0.008999999999999897,0.021250131907086765,-0.004405949771239197,-3.670057913158058e-05,-0.005228553376970398,0.0011737433095357142
20200902,3.395,-0.008999999999999897,0.025972840247355834,0.004722708340269069,-3.4232682644165974e-05,0.0037491253895756286,0.0014088630756165998
20200903,3.387,-0.008000000000000007,0.025335872874172154,-0.0006369673731836806,-2.9667013441871e-05,-0.0018796503246129098,0.0012852828859802184
20200904,3.356,-0.03100000000000014,0.025304995985253417,-3.0876888918736356e-05,-0.0004387942477518123,-0.0009540174478956479,0.0013456387516381824
20200907,3.301,-0.054999999999999716,0.026135668975245555,0.0008306729899921379,-0.0016130305094087557,-0.00022085577661669985,0.004391785062822987
20200908,3.336,0.0349999999999997,0.02821137981906831,0.002075710843822756,-0.000695080174893846,0.0013047595535159427,0.0013755799105334718
20200909,3.285,-0.05099999999999971,0.02563946207511451,-0.0025719177439538013,-0.0015581659983090912,-0.0032046041557838166,0.001531738619163149
20200910,3.296,0.010999999999999677,0.03248998506889891,0.006850522993784403,-7.244460368912844e-05,0.005304607462340428,0.0016083416271827522
20200911,3.313,0.017000000000000348,0.03785444928493712,0.0053644642160382075,-0.00020313471505140475,0.0036195770035170032,0.0014524107073839044
20200914,3.341,0.028000000000000025,0.04775176389193612,0.009897314606998997,-0.0006694898731865585,0.00478099559680111,0.004260644750042486
20200929,3.295,-0.007000000000000117,0.04812372533136965,0.0003719614394335352,-2.1125436551124567e-05,-0.0007390738516381825,0.0010487922536203793
20200930,3.281,-0.01399999999999979,0.04617921978806424,-0.0019445055433054137,-8.567455970789613e-05,-0.0027674650538798166,0.0010714400358577032
20201110,3.466,-0.0019999999999997797,0.05009284952433197,0.003913629736267729,-2.5951089580171656e-06,0.002873629599925504,0.0013634974071191882
20201111,3.464,-0.002000000000000224,0.053882842865605955,0.0037899933412739867,-2.852649765111513e-06,0.002815181851707347,0.0012495581346168242
20201127,3.557,0.06000000000000005,0.05230703708261552,-0.001575805782990436,-0.001885727686407302,7.631604883495506e-05,0.0008649725329654815
20201130,3.473,-0.08400000000000007,0.053339846067144474,0.0010328089845289545,-0.0039290640469789445,-0.0029599186187286818,0.0031544205220841075
20201201,3.557,0.08400000000000007,0.03944472284844508,-0.013895123218699394,-0.004539249943100296,-0.005194854811922028,0.001009414650908185
20201203,3.538,-0.007000000000000117,0.04215892091151583,0.002714198063070751,-2.4458383719731708e-05,0.0014534365742829628,0.001425944478474316
20201204,3.543,0.0050000000000003375,0.04527206474256304,0.003113143831047209,-1.3118369122815833e-05,0.001754210166382271,0.0013822121649063172
20201207,3.511,-0.03200000000000003,0.049682301139587756,0.004410236397024717,-0.0005731515815861786,0.0034614201448123797,0.004072084920416863
20201208,3.499,-0.01200000000000001,0.0508825655749218,0.001200264435334046,-9.860181485953656e-05,0.00040152249571660586,0.0012002844900167995
20201216,3.482,0.018000000000000238,0.049680152516299925,-0.0012024130586218776,0.0004228000299173014,0.0003887749399427232,-0.0012169208895760498
20201217,3.537,0.054999999999999716,0.05229691355514816,0.0026167610388482324,0.003279936111582318,0.0037507663077850626,-0.001153356325208318
20201218,3.505,-0.03200000000000003,0.05232186905634364,2.4955501195481067e-05,0.0016566677712583685,-0.0017848058207355685,-0.0020714654333645506
20201221,3.513,0.008000000000000007,0.05119718461423932,-0.0011246844421043192,5.098082330044014e-05,0.0032873794010643788,-0.0026241579208011257
20210104,3.632,-0.0019999999999997797,0.05552887406931009,0.004331689455070772,-1.9444075327072176e-06,-3.0500295061651472e-05,0.004285622959773101
20210105,3.671,0.0389999999999997,0.06220206018517507,0.006673186115864982,-0.0008132494181946641,0.005302294442539837,0.0011282020200697514
20210106,3.726,0.05500000000000016,0.059502490793205,-0.0026995693919700733,-0.0018553400703282946,-0.0011812299299052056,0.0010945197076052432
20210111,3.765,-0.016999999999999904,0.06635702022889628,0.00685452943569128,-0.0001292734439817985,0.0057479196177329306,0.0045386135577818116
20210112,3.899,0.1339999999999999,0.04546311466276736,-0.02089390556612892,-0.011620759961563965,-0.0011234270879148843,0.0014531292722257266
20210113,3.862,-0.03699999999999992,0.04823138089383493,0.0027682662310675663,-0.0006025489672455355,0.003159733529681744,0.0019067287587507743
20210114,3.802,-0.06000000000000005,0.04703866086362278,-0.0011927200302121466,-0.0021516145397588483,0.0006793952372543669,0.001827368436373318
20210115,3.805,0.0030000000000001137,0.051944426380544695,0.004905765516921914,-5.471101571137496e-06,0.00400996878302293,0.0016014667652785625
20210118,3.837,0.03200000000000003,0.05889161777031096,0.006947191389766266,-0.0008013290106934458,0.0013040895151708227,0.004594057955028412
20210119,3.797,-0.040000000000000036,0.05723103530263381,-0.0016605824676771477,-0.0015065830172630798,-0.0014574975030828198,0.0017675749128881783
20210120,3.8,0.0029999999999996696,0.06018709522983068,0.002956059927196865,-6.741501429877491e-06,0.0018433157922260514,0.0014319913397390532
20210121,3.84,0.040000000000000036,0.059068011332555646,-0.001119083897275032,-0.0012682741214514607,-0.0011127850469860924,0.0012291777360049893
20210122,3.833,-0.006999999999999673,0.06251492095113069,0.0034469096185750434,-6.712445629919231e-05,0.0018393267599041982,0.0024100828919142096
20210210,4.012,0.07299999999999951,0.0572311388404595,-0.005283782110671188,-0.00377164279514025,-0.00019156975023102655,0.0012708664365085102
20210219,3.998,-0.008999999999999453,0.06383947782913947,0.0066083389886799696,-5.176885833433408e-05,0.0063593330598856,0.002698252703684677
20210222,3.873,-0.125,0.06052332967311666,-0.0033161481560228107,-0.01062738608033731,-0.01936050391884716,0.004558484509677604
20210322,3.523,0.027000000000000135,0.05652940847088014,-0.003993921202236524,0.0006153276786201545,0.00302523777566994,-0.003913106976855488
20210414,3.456,0.005999999999999783,0.05403027876149931,-0.0024991297093808276,3.1758391706279354e-05,-0.0015661953661568891,-0.0009353219938616334
20210415,3.419,-0.03699999999999992,0.05596162084412185,0.0019313420826225433,0.00129812935197428,0.0019297627447013258,-0.0009125432540835677
20210416,3.434,0.015000000000000124,0.054660616205481696,-0.001301004638640156,0.0002643793574465205,-0.0002998700605432252,-0.0010615901999124712
20210419,3.5,0.06599999999999984,0.05556767729375357,0.0009070610882718766,0.004999963946649656,0.0010874457632465684,-0.0032569653429028065
20210420,3.492,-0.008000000000000007,0.05472909771863327,-0.0008385795751203046,5.5884756391222506e-05,-8.345789991756397e-05,-0.0011604662181787097
20210421,3.498,0.006000000000000227,0.05388767766107698,-0.0008414200575562886,3.1069803769010323e-05,0.00032892074767854057,-0.0010834561469244349
20210422,3.481,-0.017000000000000348,0.055050515327916355,0.0011628376668393753,0.00022954766200218568,0.0020084958526725336,-0.0010894126864475578
20210608,3.572,-0.020999999999999908,0.05370946805402933,-0.0013410472738870222,-0.00026185147194525714,-0.0027667569286675057,0.0013287698539043173
20210609,3.582,0.009999999999999787,0.059502671025742505,0.0057932029717131725,-6.514375447000344e-05,0.00433817640742351,0.0015003856500552892
20210610,3.601,0.019000000000000128,0.06388944314353998,0.00438677211779747,-0.00025923442452511694,0.0027582288795517745,0.0013617770213376402
