,,option,position,wind_id,k,p,close,iv,delta,gamma,vega,theta
20200302,open a position,option(delta>-0.5),0.8666915286516327,10002078.SH,2.9,0.8666915286516327,0.0582,0.20512130856513977,-0.4826422937970817,2.6700675810132446,0.2900443663754386,-0.4429265779810928
20200303,close a position,option(delta<-0.25),0.10497997185983715,10002077.SH,2.85,0.052489985929918576,0.0313,0.20035508275032043,-0.3257474049248703,2.519400556938044,0.2571091101833823,-0.40775976686934706
20200303,close a position,option(delta>-0.25),1.8950200281401628,10002076.SH,2.8,0.9475100140700814,0.0189,0.20832416415214539,-0.21699193164438357,1.97576983429886,0.2096504883311556,-0.34931224591385024
20200303,close a position,option(delta<-0.5),-0.1333084713483673,10002079.SH,2.95,0.1333084713483673,0.0767,0.1909482777118683,-0.6041356438490709,2.827108432849487,0.2749654273715151,-0.3988875490508398
20200303,close a position,option(delta>-0.5),-0.8666915286516327,10002078.SH,2.9,0.8666915286516327,0.05,0.1938484013080597,-0.46025805411846643,2.8692990639160305,0.2833074011565471,-0.42781606666530886
20200303,open a position,option(delta<-0.25),-0.6070143848390358,10002077.SH,2.85,0.3035071924195179,0.0313,0.20035508275032043,-0.3257474049248703,2.519400556938044,0.2571091101833823,-0.40775976686934706
20200303,open a position,option(delta>-0.25),-1.3929856151609643,10002076.SH,2.8,0.6964928075804822,0.0189,0.20832416415214539,-0.21699193164438357,1.97576983429886,0.2096504883311556,-0.34931224591385024
20200303,open a position,option(delta<-0.5),0.2762205424482447,10002079.SH,2.95,0.2762205424482447,0.0767,0.1909482777118683,-0.6041356438490709,2.827108432849487,0.2749654273715151,-0.3988875490508398
20200303,open a position,option(delta>-0.5),0.7237794575517553,10002078.SH,2.9,0.7237794575517553,0.05,0.1938484013080597,-0.46025805411846643,2.8692990639160305,0.2833074011565471,-0.42781606666530886
20200304,close a position,option(delta<-0.25),0.6070143848390358,10002077.SH,2.85,0.3035071924195179,0.0227,0.20749107003211975,-0.2527496113766581,2.185097215506588,0.22531794227976212,-0.3909818360856041
20200304,close a position,option(delta>-0.25),1.3929856151609643,10002076.SH,2.8,0.6964928075804822,0.0131,0.21419855952262878,-0.1608208306978578,1.6167237770711487,0.17209885219166482,-0.3106448105890158
20200304,close a position,option(delta<-0.5),-0.2762205424482447,10002079.SH,2.95,0.2762205424482447,0.059,0.195730060338974,-0.5125998311956279,2.88983508849026,0.2810969881935231,-0.4468318253080278
20200304,close a position,option(delta>-0.5),-0.7237794575517553,10002078.SH,2.9,0.7237794575517553,0.038,0.20298513770103455,-0.3735949470217377,2.6467918551173804,0.2669989986383756,-0.4482763366029488
20200304,open a position,option(delta<-0.25),-1.9401795312337442,10002077.SH,2.85,0.9700897656168721,0.0227,0.20749107003211975,-0.2527496113766581,2.185097215506588,0.22531794227976212,-0.3909818360856041
20200304,open a position,option(delta>-0.25),-0.0598204687662558,10002076.SH,2.8,0.0299102343831279,0.0131,0.21419855952262878,-0.1608208306978578,1.6167237770711487,0.17209885219166482,-0.3106448105890158
20200304,open a position,option(delta<-0.5),0.9093569174169019,10002079.SH,2.95,0.9093569174169019,0.059,0.195730060338974,-0.5125998311956279,2.88983508849026,0.2810969881935231,-0.4468318253080278
20200304,open a position,option(delta>-0.5),0.09064308258309806,10002078.SH,2.9,0.09064308258309806,0.038,0.20298513770103455,-0.3735949470217377,2.6467918551173804,0.2669989986383756,-0.4482763366029488
20200305,close a position,option(delta<-0.25),1.9401795312337442,10002077.SH,2.85,0.9700897656168721,0.012,0.22284123301506042,-0.1454937266584484,1.4578627002015068,0.16063832433902345,-0.31766492258878426
20200305,close a position,option(delta>-0.25),0.0598204687662558,10002076.SH,2.8,0.0299102343831279,0.0076,0.2376944124698639,-0.09485298852292212,1.010069272451487,0.11871541641438844,-0.2516384017909285
20200305,close a position,option(delta<-0.5),-0.9093569174169019,10002079.SH,2.95,0.9093569174169019,0.0325,0.20361760258674622,-0.3345435156030183,2.543077244448961,0.2560423823240605,-0.45498009204827783
20200305,close a position,option(delta>-0.5),-0.09064308258309806,10002078.SH,2.9,0.09064308258309806,0.0199,0.2124755084514618,-0.22503094734496853,2.007479258585633,0.21090988353066856,-0.3950024513565177
20200305,open a position,option(delta<-0.25),-0.45600341681688394,10002079.SH,2.95,0.22800170840844197,0.0325,0.20361760258674622,-0.3345435156030183,2.543077244448961,0.2560423823240605,-0.45498009204827783
20200305,open a position,option(delta>-0.25),-1.543996583183116,10002078.SH,2.9,0.771998291591558,0.0199,0.2124755084514618,-0.22503094734496853,2.007479258585633,0.21090988353066856,-0.3950024513565177
20200305,open a position,option(delta<-0.5),0.11406862353874007,10002081.SH,3.1,0.11406862353874007,0.1152,0.20155325531959534,-0.7323493278812063,2.3227270010804624,0.2314861293999059,-0.37943959681069883
20200305,open a position,option(delta>-0.5),0.88593137646126,10002080.SH,3.0,0.88593137646126,0.0529,0.20155444741249084,-0.47008372350754013,2.8068926119093405,0.2797403866557529,-0.48519350634666386
20200306,close a position,option(delta<-0.25),0.45600341681688394,10002079.SH,2.95,0.22800170840844197,0.056,0.21614870429039001,-0.47900886381814256,2.737512519207723,0.26823034361676024,-0.5274993979521717
20200306,close a position,option(delta>-0.25),1.543996583183116,10002078.SH,2.9,0.771998291591558,0.0354,0.21977034211158752,-0.34696940410388644,2.495256493797784,0.24858987400503643,-0.5035751499652492
20200306,close a position,option(delta<-0.5),-0.11406862353874007,10002081.SH,3.1,0.11406862353874007,0.1575,0.2088247835636139,-0.8384709351537464,1.7413202292675758,0.16483895049997685,-0.27800021456109314
20200306,close a position,option(delta>-0.5),-0.88593137646126,10002080.SH,3.0,0.88593137646126,0.082,0.20727673172950745,-0.6188907853671852,2.7307412787941128,0.2565844087053474,-0.4726791668937639
20200306,open a position,option(delta<-0.25),-0.26333439867425984,10002078.SH,2.9,0.13166719933712992,0.0354,0.21977034211158752,-0.34696940410388644,2.495256493797784,0.24858987400503643,-0.5035751499652492
20200306,open a position,option(delta>-0.25),-1.7366656013257402,10002077.SH,2.85,0.8683328006628701,0.0215,0.22594788670539856,-0.23529631743727464,2.021430466146809,0.2070457146781475,-0.4350318300599563
20200306,open a position,option(delta<-0.5),0.15006325298797055,10002080.SH,3.0,0.15006325298797055,0.082,0.20727673172950745,-0.6188907853671852,2.7307412787941128,0.2565844087053474,-0.4726791668937639
20200306,open a position,option(delta>-0.5),0.8499367470120295,10002079.SH,2.95,0.8499367470120295,0.056,0.21614870429039001,-0.47900886381814256,2.737512519207723,0.26823034361676024,-0.5274993979521717
20200309,close a position,option(delta<-0.25),0.26333439867425984,10002078.SH,2.9,0.13166719933712992,0.0919,0.3003166615962982,-0.5674756852538807,2.185884845776375,0.23554264119903665,-0.772539278181125
20200309,close a position,option(delta>-0.25),1.7366656013257402,10002077.SH,2.85,0.8683328006628701,0.0672,0.3094114363193512,-0.4580335566685123,2.140575080789658,0.23764553610901393,-0.8111516959573244
20200309,close a position,option(delta<-0.5),-0.15006325298797055,10002080.SH,3.0,0.15006325298797055,0.164,0.31669852137565613,-0.7482842282493194,1.681190215273485,0.19104062189758125,-0.6440073358885716
20200309,close a position,option(delta>-0.5),-0.8499367470120295,10002079.SH,2.95,0.8499367470120295,0.1256,0.30744805932044983,-0.6664375676838982,1.9748685591669746,0.21785763539459144,-0.7233440088883433
20200310,open a position,option(delta<-0.25),-0.19944591603552123,10002077.SH,2.85,0.09972295801776061,0.0383,0.27973732352256775,-0.3385971911660639,2.216084705968663,0.21588356307244455,-0.7142742679821137
20200310,open a position,option(delta>-0.25),-1.8005540839644787,10002076.SH,2.8,0.9002770419822393,0.0249,0.28953883051872253,-0.24018616096697132,1.8201979752793966,0.18353050022858694,-0.6320453728862022
20200310,open a position,option(delta<-0.5),0.3524539028860103,10002079.SH,2.95,0.3524539028860103,0.0831,0.2665283977985382,-0.5808565121349252,2.484167246225416,0.23057229661629053,-0.712211655655296
20200310,open a position,option(delta>-0.5),0.6475460971139897,10002078.SH,2.9,0.6475460971139897,0.0581,0.2749415934085846,-0.4559904794381182,2.4438517977756566,0.23399044116787546,-0.7550169752338318
20200311,close a position,option(delta<-0.25),0.19944591603552123,10002077.SH,2.85,0.09972295801776061,0.0531,0.2924427092075348,-0.4252635147913625,2.380968262519025,0.22059877876134412,-0.8154604298039
20200311,close a position,option(delta>-0.25),1.8005540839644787,10002076.SH,2.8,0.9002770419822393,0.0348,0.29794248938560486,-0.3122924049874237,2.1104337096252337,0.19921078924080635,-0.7550668552787421
20200311,close a position,option(delta<-0.5),-0.3524539028860103,10002079.SH,2.95,0.3524539028860103,0.1075,0.2813904583454132,-0.6671780697560834,2.294279243716361,0.20453344898253367,-0.7097549884048502
20200311,close a position,option(delta>-0.5),-0.6475460971139897,10002078.SH,2.9,0.6475460971139897,0.0766,0.28392377495765686,-0.547901911377425,2.478324254195817,0.22293003621304625,-0.7920719254730353
20200311,open a position,option(delta<-0.25),-0.6439790785953478,10002076.SH,2.8,0.3219895392976739,0.0348,0.29794248938560486,-0.3122924049874237,2.1104337096252337,0.19921078924080635,-0.7550668552787421
20200311,open a position,option(delta>-0.25),-1.3560209214046521,10002075.SH,2.75,0.6780104607023261,0.0227,0.30940744280815125,-0.2204171189883002,1.7020238352208108,0.16684188693449975,-0.6598076518869901
20200311,open a position,option(delta<-0.5),0.6094052702017393,10002078.SH,2.9,0.6094052702017393,0.0766,0.28392377495765686,-0.547901911377425,2.478324254195817,0.22293003621304625,-0.7920719254730353
20200311,open a position,option(delta>-0.5),0.3905947297982607,10002077.SH,2.85,0.3905947297982607,0.0531,0.2924427092075348,-0.4252635147913625,2.380968262519025,0.22059877876134412,-0.8154604298039
20200312,close a position,option(delta<-0.25),0.6439790785953478,10002076.SH,2.8,0.3219895392976739,0.0499,0.3168712556362152,-0.3991913670222862,2.276810591230997,0.20666773921550807,-0.8956975232559625
20200312,close a position,option(delta>-0.25),1.3560209214046521,10002075.SH,2.75,0.6780104607023261,0.0335,0.3269343674182892,-0.294087775135744,1.9690189715552662,0.18440530790535165,-0.8290061848669
20200312,close a position,option(delta<-0.5),-0.6094052702017393,10002078.SH,2.9,0.6094052702017393,0.0998,0.2971538007259369,-0.6395264134470777,2.353380465108415,0.2003255641531803,-0.7974046199864961
20200312,close a position,option(delta>-0.5),-0.3905947297982607,10002077.SH,2.85,0.3905947297982607,0.0711,0.30353567004203796,-0.5179013068845185,2.453190890952715,0.21330646520775612,-0.8781385651211951
20200312,open a position,option(delta<-0.25),-1.0240539495119707,10002075.SH,2.75,0.5120269747559854,0.0335,0.3269343674182892,-0.294087775135744,1.9690189715552662,0.18440530790535165,-0.8290061848669
20200312,open a position,option(delta>-0.25),-0.9759460504880293,10002074.SH,2.7,0.48797302524401465,0.0209,0.3314291536808014,-0.20373897949545716,1.5958531131510065,0.15151183702015217,-0.6929734470247022
20200312,open a position,option(delta<-0.5),0.8492012808253993,10002077.SH,2.85,0.8492012808253993,0.0711,0.30353567004203796,-0.5179013068845185,2.453190890952715,0.21330646520775612,-0.8781385651211951
20200312,open a position,option(delta>-0.5),0.15079871917460075,10002076.SH,2.8,0.15079871917460075,0.0499,0.3168712556362152,-0.3991913670222862,2.276810591230997,0.20666773921550807,-0.8956975232559625
20200313,close a position,option(delta<-0.25),1.0240539495119707,10002075.SH,2.75,0.5120269747559854,0.0628,0.42182227969169617,-0.395993383427821,1.8017546858268738,0.19533851886313747,-1.229738419079763
20200313,close a position,option(delta>-0.25),0.9759460504880293,10002074.SH,2.7,0.48797302524401465,0.046,0.43399778008461,-0.31147083530089537,1.6067371778894743,0.17922354637809196,-1.1646065826338596
20200313,close a position,option(delta<-0.5),-0.8492012808253993,10002077.SH,2.85,0.8492012808253993,0.1093,0.39477071166038513,-0.5879472002876116,1.944715547633259,0.19731664687202607,-1.1495865794924296
20200313,close a position,option(delta>-0.5),-0.15079871917460075,10002076.SH,2.8,0.15079871917460075,0.0831,0.4054485857486725,-0.48952662171730266,1.9401853589057008,0.20218164632669994,-1.2176555812696952
20200313,open a position,option(delta<-0.25),-0.4410465980687196,10002074.SH,2.7,0.2205232990343598,0.046,0.43399778008461,-0.31147083530089537,1.6067371778894743,0.17922354637809196,-1.1646065826338596
20200313,open a position,option(delta>-0.25),-1.5589534019312805,10002290.SH,2.65,0.7794767009656403,0.031,0.4332912266254425,-0.23260916409925025,1.3910472628201236,0.1549117989048922,-1.0071850801247264
20200313,open a position,option(delta<-0.5),0.10641451650495481,10002077.SH,2.85,0.10641451650495481,0.1093,0.39477071166038513,-0.5879472002876116,1.944715547633259,0.19731664687202607,-1.1495865794924296
20200313,open a position,option(delta>-0.5),0.8935854834950452,10002076.SH,2.8,0.8935854834950452,0.0831,0.4054485857486725,-0.48952662171730266,1.9401853589057008,0.20218164632669994,-1.2176555812696952
20200316,close a position,option(delta<-0.25),0.4410465980687196,10002074.SH,2.7,0.2205232990343598,0.092,0.5101772248744965,-0.5055988901926587,1.8531208271170958,0.16830994654195175,-1.7121993394464259
20200316,close a position,option(delta>-0.25),1.5589534019312805,10002290.SH,2.65,0.7794767009656403,0.0636,0.48671314120292664,-0.4105658405397703,1.8936280997012953,0.16407890144913168,-1.596034497143279
20200316,close a position,option(delta<-0.5),-0.10641451650495481,10002077.SH,2.85,0.10641451650495481,0.2016,0.5821647942066193,-0.7234555169029409,1.3621550589532574,0.14117489192113045,-1.623660275166886
20200316,close a position,option(delta>-0.5),-0.8935854834950452,10002076.SH,2.8,0.8935854834950452,0.1588,0.538411408662796,-0.6697190946060727,1.5946972480244592,0.15285423519546623,-1.6296632620786138
20200316,open a position,option(delta<-0.25),0.29947094704267446,10002289.SH,2.6,0.14973547352133723,0.0458,0.4987131655216217,-0.32069818087776414,1.7010341667994948,0.15102500126793583,-1.5091345189571914
20200316,open a position,option(delta>-0.25),1.7005290529573256,10002288.SH,2.55,0.8502645264786628,0.0305,0.4983212649822235,-0.23754972686597808,1.4702571407838732,0.13043306374159128,-1.304630344461499
20200316,open a position,option(delta<-0.5),-0.9410848098308027,10002074.SH,2.7,0.9410848098308027,0.092,0.5101772248744965,-0.5055988901926587,1.8531208271170958,0.16830994654195175,-1.7121993394464259
20200316,open a position,option(delta>-0.5),-0.05891519016919733,10002290.SH,2.65,0.05891519016919733,0.0636,0.48671314120292664,-0.4105658405397703,1.8936280997012953,0.16407890144913168,-1.596034497143279
20200317,close a position,option(delta<-0.25),-0.29947094704267446,10002289.SH,2.6,0.14973547352133723,0.038,0.4466131031513214,-0.3192531923635684,2.019908355489053,0.1414841602859838,-1.4236517138648765
20200317,close a position,option(delta>-0.25),-1.7005290529573256,10002288.SH,2.55,0.8502645264786628,0.0249,0.45910027623176575,-0.22827877330627178,1.6630714881489292,0.11974659342283933,-1.2414221076381124
20200317,close a position,option(delta<-0.5),0.9410848098308027,10002074.SH,2.7,0.9410848098308027,0.0821,0.438303142786026,-0.5414779247261579,2.285900580006749,0.15713633435314564,-1.5405622095643077
20200317,close a position,option(delta>-0.5),0.05891519016919733,10002290.SH,2.65,0.05891519016919733,0.0565,0.4376271069049835,-0.42697221215193537,2.2632093737238557,0.15533654562940996,-1.526808943926156
20200317,open a position,option(delta<-0.25),-0.47752383403620235,10002289.SH,2.6,0.23876191701810118,0.038,0.4466131031513214,-0.3192531923635684,2.019908355489053,0.1414841602859838,-1.4236517138648765
20200317,open a position,option(delta>-0.25),-1.5224761659637975,10002288.SH,2.55,0.7612380829818988,0.0249,0.45910027623176575,-0.22827877330627178,1.6630714881489292,0.11974659342283933,-1.2414221076381124
20200317,open a position,option(delta<-0.5),0.6377654547211179,10002074.SH,2.7,0.6377654547211179,0.0821,0.438303142786026,-0.5414779247261579,2.285900580006749,0.15713633435314564,-1.5405622095643077
20200317,open a position,option(delta>-0.5),0.3622345452788821,10002290.SH,2.65,0.3622345452788821,0.0565,0.4376271069049835,-0.42697221215193537,2.2632093737238557,0.15533654562940996,-1.526808943926156
20200318,close a position,option(delta<-0.25),0.47752383403620235,10002289.SH,2.6,0.23876191701810118,0.0538,0.4361288249492645,-0.4400746451083778,2.494515973220451,0.14300312910816312,-1.6018989867690347
20200318,close a position,option(delta>-0.25),1.5224761659637975,10002288.SH,2.55,0.7612380829818988,0.036,0.4535776674747467,-0.32401979372815326,2.18593319081521,0.13032658267928604,-1.5234806089702035
20200318,close a position,option(delta<-0.5),-0.6377654547211179,10002074.SH,2.7,0.6377654547211179,0.1173,0.47289058566093445,-0.6672528855544223,2.119280506308473,0.13173269341172456,-1.586840206587798
20200318,close a position,option(delta>-0.5),-0.3622345452788821,10002290.SH,2.65,0.3622345452788821,0.0811,0.44288352131843567,-0.5640174768054652,2.452495617195182,0.14277172980294647,-1.6173749698992674
20200318,open a position,option(delta<-0.25),-0.4786306680919232,10002288.SH,2.55,0.2393153340459616,0.036,0.4535776674747467,-0.32401979372815326,2.18593319081521,0.13032658267928604,-1.5234806089702035
20200318,open a position,option(delta>-0.25),-1.5213693319080768,10002287.SH,2.5,0.7606846659540384,0.023,0.468146950006485,-0.22671298968561504,1.774609963009013,0.10920174384405876,-1.3205049585489514
20200318,open a position,option(delta<-0.5),0.4834918976038726,10002290.SH,2.65,0.4834918976038726,0.0811,0.44288352131843567,-0.5640174768054652,2.452495617195182,0.14277172980294647,-1.6173749698992674
20200318,open a position,option(delta>-0.5),0.5165081023961273,10002289.SH,2.6,0.5165081023961273,0.0538,0.4361288249492645,-0.4400746451083778,2.494515973220451,0.14300312910816312,-1.6018989867690347
20200319,close a position,option(delta<-0.25),0.4786306680919232,10002288.SH,2.55,0.2393153340459616,0.0395,0.3559558093547821,-0.44038511619087084,3.3711759318459014,0.12967968009996697,-1.3806675473497014
20200319,close a position,option(delta>-0.25),1.5213693319080768,10002287.SH,2.5,0.7606846659540384,0.0223,0.3699258267879486,-0.28651066884800636,2.798792211276699,0.11188702783269142,-1.2438045634811483
20200319,close a position,option(delta<-0.5),-0.4834918976038726,10002290.SH,2.65,0.4834918976038726,0.0949,0.286114901304245,-0.8084074575926723,2.8999527179260673,0.08966559232974967,-0.7369761710669612
20200319,close a position,option(delta>-0.5),-0.5165081023961273,10002289.SH,2.6,0.5165081023961273,0.0639,0.33414217829704285,-0.6165230799310555,3.4758373788284738,0.1255119787216184,-1.2427465947419303
20200319,open a position,option(delta<-0.25),-1.3633292404239221,10002287.SH,2.5,0.6816646202119611,0.0223,0.3699258267879486,-0.28651066884800636,2.798792211276699,0.11188702783269142,-1.2438045634811483
20200319,open a position,option(delta>-0.25),-0.6366707595760779,10002396.SH,2.45,0.31833537978803894,0.012,0.3874492347240448,-0.1718182055964611,2.000352500966841,0.08375596921070314,-0.9780060752389098
20200319,open a position,option(delta<-0.5),0.33845562048772815,10002289.SH,2.6,0.33845562048772815,0.0639,0.33414217829704285,-0.6165230799310555,3.4758373788284738,0.1255119787216184,-1.2427465947419303
20200319,open a position,option(delta>-0.5),0.6615443795122719,10002288.SH,2.55,0.6615443795122719,0.0395,0.3559558093547821,-0.44038511619087084,3.3711759318459014,0.12967968009996697,-1.3806675473497014
20200320,close a position,option(delta<-0.25),1.3633292404239221,10002287.SH,2.5,0.6816646202119611,0.007,0.3660084307193756,-0.12345963256177195,1.8155072846849332,0.06267493414231955,-0.8306745700626335
20200320,close a position,option(delta>-0.25),0.6366707595760779,10002396.SH,2.45,0.31833537978803894,0.0035,0.39466550946235657,-0.06496398733336939,1.0456362608927388,0.038923744307345624,-0.5572285571940457
20200320,close a position,option(delta<-0.5),-0.33845562048772815,10002289.SH,2.6,0.33845562048772815,0.0267,0.3098069131374359,-0.390088396599918,4.032764477765837,0.1178416364380004,-1.3115417682873405
20200320,close a position,option(delta>-0.5),-0.6615443795122719,10002288.SH,2.55,0.6615443795122719,0.0138,0.3370485007762909,-0.22607680114712403,2.9051817750353086,0.09235714771340277,-1.124062082779349
20200320,open a position,option(delta<-0.25),-0.291725701305815,10002289.SH,2.6,0.1458628506529075,0.0267,0.3098069131374359,-0.390088396599918,4.032764477765837,0.1178416364380004,-1.3115417682873405
20200320,open a position,option(delta>-0.25),-1.708274298694185,10002288.SH,2.55,0.8541371493470925,0.0138,0.3370485007762909,-0.22607680114712403,2.9051817750353086,0.09235714771340277,-1.124062082779349
20200320,open a position,option(delta<-0.5),0.5109990963824025,10002290.SH,2.65,0.5109990963824025,0.0496,0.2887156307697296,-0.6051799773447701,4.3419306552827015,0.11823824669974646,-1.2132570490140997
20200320,open a position,option(delta>-0.5),0.4890009036175975,10002289.SH,2.6,0.4890009036175975,0.0267,0.3098069131374359,-0.390088396599918,4.032764477765837,0.1178416364380004,-1.3115417682873405
20200323,close a position,option(delta<-0.25),0.291725701305815,10002289.SH,2.6,0.1458628506529075,0.0607,0.4216189682483673,-0.7140966178598523,4.267321371404628,0.064256083731546,-2.4344312417451905
20200323,close a position,option(delta>-0.25),1.708274298694185,10002288.SH,2.55,0.8541371493470925,0.0328,0.45678964257240295,-0.4781009126023569,4.614444908665217,0.0752791096938172,-3.112720149335377
20200323,close a position,option(delta<-0.5),-0.5109990963824025,10002290.SH,2.65,0.5109990963824025,0.1015,0.4256989061832428,-0.8778192672882728,2.518246214900023,0.038285955034274496,-1.44036743589593
20200323,close a position,option(delta>-0.5),-0.4890009036175975,10002289.SH,2.6,0.4890009036175975,0.0607,0.4216189682483673,-0.7140966178598523,4.267321371404628,0.064256083731546,-2.4344312417451905
20200326,open a position,option(delta<-0.25),-0.6589680131111837,10002388.SH,2.55,0.32948400655559185,0.0513,0.3667092025279999,-0.2904684457355535,1.2830240363850847,0.24941596173959735,-0.6016453170336641
20200326,open a position,option(delta>-0.25),-1.3410319868888163,10002387.SH,2.5,0.6705159934444082,0.0383,0.3736629784107208,-0.23011426159794768,1.1164193372808509,0.22114395046467242,-0.545453629202632
20200326,open a position,option(delta<-0.5),0.8704294016619588,10002342.SH,2.7,0.8704294016619588,0.1133,0.35526642203330994,-0.509938397381445,1.541832844687532,0.29037491597917375,-0.6677201755452731
20200326,open a position,option(delta>-0.5),0.1295705983380412,10002372.SH,2.65,0.1295705983380412,0.0884,0.3572305142879486,-0.43323583129838694,1.5123021725724375,0.2863879672938357,-0.6665528517132696
20200327,close a position,option(delta<-0.25),0.6589680131111837,10002388.SH,2.55,0.32948400655559185,0.047,0.37315675616264343,-0.2715197225590611,1.2367245812673633,0.2382291475349793,-0.6084286438418265
20200327,close a position,option(delta>-0.25),1.3410319868888163,10002387.SH,2.5,0.6705159934444082,0.035,0.380755215883255,-0.21390074685521,1.064903056201764,0.20930833808830424,-0.5471828748262768
20200327,close a position,option(delta<-0.5),-0.8704294016619588,10002342.SH,2.7,0.8704294016619588,0.1051,0.359235554933548,-0.4872963113166797,1.544881569350733,0.28648711934019444,-0.6940556423513322
20200327,close a position,option(delta>-0.5),-0.1295705983380412,10002372.SH,2.65,0.1295705983380412,0.082,0.3635495603084564,-0.41088881225710694,1.4890617962863828,0.279451818291102,-0.6893535882016742
20200327,open a position,option(delta<-0.25),-1.2530334912696905,10002388.SH,2.55,0.6265167456348453,0.047,0.37315675616264343,-0.2715197225590611,1.2367245812673633,0.2382291475349793,-0.6084286438418265
20200327,open a position,option(delta>-0.25),-0.7469665087303095,10002387.SH,2.5,0.3734832543651547,0.035,0.380755215883255,-0.21390074685521,1.064903056201764,0.20930833808830424,-0.5471828748262768
20200327,open a position,option(delta<-0.5),0.16561034788844273,10002343.SH,2.75,0.16561034788844273,0.1326,0.3569975197315216,-0.5640046139396393,1.5352948080323119,0.2829355864948044,-0.675975558030173
20200327,open a position,option(delta>-0.5),0.8343896521115572,10002342.SH,2.7,0.8343896521115572,0.1051,0.359235554933548,-0.4872963113166797,1.544881569350733,0.28648711934019444,-0.6940556423513322
20200330,close a position,option(delta<-0.25),1.2530334912696905,10002388.SH,2.55,0.6265167456348453,0.0428,0.36282071471214294,-0.2724817434770499,1.3608151642419215,0.22345793151303306,-0.6278527990449436
20200330,close a position,option(delta>-0.25),0.7469665087303095,10002387.SH,2.5,0.3734832543651547,0.0324,0.3780122697353363,-0.21376559652972316,1.145125839914365,0.19591318764323556,-0.5755250311337101
20200330,close a position,option(delta<-0.5),-0.16561034788844273,10002343.SH,2.75,0.16561034788844273,0.1283,0.3357411324977875,-0.5982586883617143,1.7124066931614423,0.2602052335245378,-0.6585626370058908
20200330,close a position,option(delta>-0.5),-0.8343896521115572,10002342.SH,2.7,0.8343896521115572,0.0983,0.3334932029247284,-0.5127244286612203,1.7772552942608515,0.268251008279387,-0.6803967336666774
20200330,open a position,option(delta<-0.25),-1.2342227940393333,10002388.SH,2.55,0.6171113970196667,0.0428,0.36282071471214294,-0.2724817434770499,1.3608151642419215,0.22345793151303306,-0.6278527990449436
20200330,open a position,option(delta>-0.25),-0.7657772059606667,10002387.SH,2.5,0.38288860298033334,0.0324,0.3780122697353363,-0.21376559652972316,1.145125839914365,0.19591318764323556,-0.5755250311337101
20200330,open a position,option(delta<-0.5),0.8526730522394586,10002342.SH,2.7,0.8526730522394586,0.0983,0.3334932029247284,-0.5127244286612203,1.7772552942608515,0.268251008279387,-0.6803967336666774
20200330,open a position,option(delta>-0.5),0.14732694776054145,10002372.SH,2.65,0.14732694776054145,0.0783,0.3526633083820343,-0.42635578494301896,1.65277045212267,0.26380157067622406,-0.7137790288553063
20200331,close a position,option(delta<-0.25),1.2342227940393333,10002388.SH,2.55,0.6171113970196667,0.038,0.34246429800987244,-0.26580004091887766,1.4585771539193255,0.21543789586719148,-0.5970565735492366
